id	same_as_id	duplicate_count	category	subject_policy	jp_prefix	jp_suffix	jp_with_b	zh_prefix	zh_suffix
480		1	B_NI	auto	に無視されて	ヘコんだこと	{B}に無視されて / ヘコんだこと	被{B}无视后受打击	的事情
481		1	B_NI	auto	に、仕事中なのか	尋ねたこと	{B}に、仕事中なのか / 尋ねたこと	向{B}询问是不是正在工作	的事情
482		1	B_NI	auto	に、仕事中だと	答えたこと	{B}に、仕事中だと / 答えたこと	回答{B}说正在工作	的事情
483		1	B_NI	auto	に、仕事中だから	邪魔だ、と言ったこと	{B}に、仕事中だから / 邪魔だ、と言ったこと	对{B}说正在工作别来打扰	的事情
491		3	B_NI	auto	に、一緒に勉強しよう	と持ちかけたこと	{B}に、一緒に勉強しよう / と持ちかけたこと	向{B}提议一起学习	的事情
492		3	B_TO	auto	と一緒に勉強したこと		{B}と一緒に勉強したこと	和{B}一起学习的事情	
493		3	B_KARA_NO	auto	からの勉強の誘いを	断ったこと	{B}からの勉強の誘いを / 断ったこと	拒绝{B}的学习邀请	的事情
494	491	3	B_NI	auto	に、一緒に勉強しよう	と持ちかけたこと	{B}に、一緒に勉強しよう / と持ちかけたこと	向{B}提议一起学习	的事情
495	492	3	B_TO	auto	と一緒に勉強したこと		{B}と一緒に勉強したこと	和{B}一起学习的事情	
496	493	3	B_KARA_NO	auto	からの勉強の誘いを	断ったこと	{B}からの勉強の誘いを / 断ったこと	拒绝{B}的学习邀请	的事情
497	491	3	B_NI	auto	に、一緒に勉強しよう	と持ちかけたこと	{B}に、一緒に勉強しよう / と持ちかけたこと	向{B}提议一起学习	的事情
498	492	3	B_TO	auto	と一緒に勉強したこと		{B}と一緒に勉強したこと	和{B}一起学习的事情	
499	493	3	B_KARA_NO	auto	からの勉強の誘いを	断ったこと	{B}からの勉強の誘いを / 断ったこと	拒绝{B}的学习邀请	的事情
500		1	B_NI	auto	に、授業の復習をしよう	と持ちかけたこと	{B}に、授業の復習をしよう / と持ちかけたこと	向{B}提议一起复习功课	的事情
501		1	B_TO	auto	と一緒に、	授業の復習をしたこと	{B}と一緒に、 / 授業の復習をしたこと	和{B}一起复习功课	的事情
502		1	B_KARA_NO	auto	からの授業の復習の誘いを	断ったこと	{B}からの授業の復習の誘いを / 断ったこと	拒绝{B}的复习功课邀请	的事情
503		1	B_NI	auto	に、一緒に戦闘訓練を	しよう、と持ちかけたこと	{B}に、一緒に戦闘訓練を / しよう、と持ちかけたこと	向{B}提议一起进行战斗训练	的事情
504		1	B_TO	auto	と一緒に、	戦闘訓練をしたこと	{B}と一緒に、 / 戦闘訓練をしたこと	和{B}一起进行战斗训练	的事情
505		1	B_KARA_NO	auto	からの戦闘訓練の誘いを	断ったこと	{B}からの戦闘訓練の誘いを / 断ったこと	拒绝{B}的战斗训练邀请	的事情
506		1	B_NI	auto	に、調査の協力を	お願いしたこと	{B}に、調査の協力を / お願いしたこと	请求{B}协助调查	的事情
507		1	B_KARA_NO	auto	からの調査協力の依頼を	承諾したこと	{B}からの調査協力の依頼を / 承諾したこと	接受{B}的协助调查委托	的事情
508		1	B_KARA_NO	auto	からの調査協力の依頼を	断ったこと	{B}からの調査協力の依頼を / 断ったこと	拒绝{B}的协助调查请求	的事情
518		1	B_WO	auto	をおだてたこと		{B}をおだてたこと	奉承{B}的事情	
519		1	B_NI	auto	におだてられて	良い気分になったこと	{B}におだてられて / 良い気分になったこと	被{B}奉承后心情变好	的事情
520		1	B_NI	auto	におだてられたが、	いぶかしく感じたこと	{B}におだてられたが、 / いぶかしく感じたこと	被{B}奉承但感到可疑	的事情
559		1	B_NO	auto	の寝姿を	覗き込んだこと	{B}の寝姿を / 覗き込んだこと	偷看{B}睡姿	的事情
577		1	B_TO_NO	auto	との作戦会議で	異論が出たが、強行したこと	{B}との作戦会議で / 異論が出たが、強行したこと	在和{B}的作战会议上虽有异议但仍强行执行	的事情
578		1	NO_B	auto	コンビニのトイレに行ったこと		コンビニのトイレに行ったこと	去便利店上厕所的事情	
580		1	B_NO	auto	の相手を	テキトーにしたこと	{B}の相手を / テキトーにしたこと	随便应付{B}	的事情
583		1	NO_B	auto	テレビを観たこと		テレビを観たこと	看电视的事情	
585		1	NO_B	auto	壁に八つ当たりしたこと		壁に八つ当たりしたこと	对着墙撒气的事情	
588		1	B_NO	auto	の食事にあやかったこと		{B}の食事にあやかったこと	沾{B}的光蹭到饭的事情	
591		1	NO_B	auto	考え事をしたこと		考え事をしたこと	想事情的事情	
593		1	NO_B	auto	寝たこと		寝たこと	睡觉的事情	
595		1	NO_B	auto	お風呂に入ったこと		お風呂に入ったこと	泡澡的事情	
596		2	NO_B	auto	勉強したこと		勉強したこと	学习的事情	
597	596	2	NO_B	auto	勉強したこと		勉強したこと	学习的事情	
598		1	NO_B	auto	家出したこと		家出したこと	离家出走的事情	
600		1	NO_B	auto	他人の様子を心に留めたこと		他人の様子を心に留めたこと	把别人的样子记在心里的事情	
634		1	B_NI	auto	にアイテムを見せたこと		{B}にアイテムを見せたこと	给{B}看道具的事情	
635		1	B_NI	auto	にアイテムを見せられて	困惑したこと	{B}にアイテムを見せられて / 困惑したこと	被{B}展示道具后感到困惑	的事情
637		1	B_NI	auto	に見せたアイテムを	プレゼントすると言ったこと	{B}に見せたアイテムを / プレゼントすると言ったこと	说要把给{B}看的道具当礼物	的事情
638		1	B_NI	auto	に見せたアイテムは	見せただけだと言ったこと	{B}に見せたアイテムは / 見せただけだと言ったこと	说给{B}看的道具只是给看看而已	的事情
641		1	B_KARA_NO	auto	からのプレゼントを	喜んで受け取ったこと	{B}からのプレゼントを / 喜んで受け取ったこと	开心地收下{B}的礼物	的事情
642		2	B_KARA_NO	auto	からのプレゼントを	いらないと断ったこと	{B}からのプレゼントを / いらないと断ったこと	以不需要为由拒绝{B}的礼物	的事情
645		1	B_NI	auto	にプレゼントを渡したくて	食い下がったこと	{B}にプレゼントを渡したくて / 食い下がったこと	想把礼物给{B}而纠缠不休	的事情
650	642	2	B_KARA_NO	auto	からのプレゼントを	いらないと断ったこと	{B}からのプレゼントを / いらないと断ったこと	以不需要为由拒绝{B}的礼物	的事情
651		1	B_KARA_NO	auto	からのプレゼントを	しぶしぶ受け取ったこと	{B}からのプレゼントを / しぶしぶ受け取ったこと	勉为其难收下{B}的礼物	的事情
652		1	B_HENO	auto	へのプレゼントを断られて	ヘコんだこと	{B}へのプレゼントを断られて / ヘコんだこと	给{B}的礼物被拒绝后受打击	的事情
655		1	B_NI	auto	に、アイテムを見せただけ	と言われたが、平然としたこと	{B}に、アイテムを見せただけ / と言われたが、平然としたこと	被{B}说只是给看看而已但很平静	的事情
656		1	B_NI	auto	に、本当はプレゼントだ	と言ったこと	{B}に、本当はプレゼントだ / と言ったこと	对{B}说其实是礼物	的事情
657		1	B_NO	auto	の平然とした態度に	拍子抜けしたこと	{B}の平然とした態度に / 拍子抜けしたこと	对{B}平静的态度感到泄气	的事情
658		1	B_KARA_NO	auto	からのプレゼントを	呆れながら受け取ったこと	{B}からのプレゼントを / 呆れながら受け取ったこと	一边无语一边收下{B}的礼物	的事情
663		1	B_NI	auto	に、何しに来たのか	聞いたこと	{B}に、何しに来たのか / 聞いたこと	向{B}询问来做什么	的事情
664		1	NO_B	auto	は入院中だったが、	出撃要請をしたこと	は入院中だったが、 / 出撃要請をしたこと	虽然正在住院但还是发出了出击请求	的事情
665		1	NO_B	auto	は入院中だったので、	呼び出さなかったこと	は入院中だったので、 / 呼び出さなかったこと	因为正在住院所以没有叫出来	的事情
666		1	B_NI	auto	に、出撃させてほしい	と頼んだこと	{B}に、出撃させてほしい / と頼んだこと	向{B}请求让自己出击	的事情
667		1	B_NI	auto	に、役にたつから	出撃させろ、と言ったこと	{B}に、役にたつから / 出撃させろ、と言ったこと	对{B}说因为能派上用场所以让我出击	的事情
668		1	B_NI	auto	に、援護くらいなら出来る	と言ったこと	{B}に、援護くらいなら出来る / と言ったこと	对{B}说至少能做个掩护	的事情
669		1	B_NO	auto	の出撃を許可したこと		{B}の出撃を許可したこと	批准{B}出击的事情	
670		1	B_KARA_NO	auto	からの出撃要請に	しぶしぶ従ったこと	{B}からの出撃要請に / しぶしぶ従ったこと	勉强遵从{B}的出击请求	的事情
671		1	B_KARA_NO	auto	からの出撃要請を	拒んだこと	{B}からの出撃要請を / 拒んだこと	拒绝{B}的出击请求	的事情
672		1	B_NI	auto	に、退院を報告したこと		{B}に、退院を報告したこと	向{B}报告出院的事情	
673		1	INTERNAL_AB	manual	からの退院報告を受けて	$bを気遣ったこと	{B}からの退院報告を受けて / $bを気遣ったこと	收到{B}的出院报告后关心{B}	的事情
674		1	B_NI	auto	に、今の状況を	尋ねたこと	{B}に、今の状況を / 尋ねたこと	向{B}询问目前状况	的事情
675		1	B_NO	auto	の気遣いに、大丈夫だと	答えたこと	{B}の気遣いに、大丈夫だと / 答えたこと	回答{B}的关心说没问题	的事情
676		1	INTERNAL_AB	manual	に、$aが居なくて	大変だったか尋ねたこと	{B}に、$aが居なくて / 大変だったか尋ねたこと	问{B}：{A}不在时是不是很辛苦	的事情
678		1	B_NI	auto	に、今の状況は	あまり良くない、と答えたこと	{B}に、今の状況は / あまり良くない、と答えたこと	回答{B}说目前状况不太好	的事情
679		1	B_NI	auto	に、今の状況は	かなり良い、と答えたこと	{B}に、今の状況は / かなり良い、と答えたこと	回答{B}说目前状况相当好	的事情
680		1	B_NI	auto	に、今の状況なんて	気にするな、と言ったこと	{B}に、今の状況なんて / 気にするな、と言ったこと	对{B}说别管现在什么状况	的事情
681		1	B_NI	auto	に、微笑んだこと		{B}に、微笑んだこと	对{B}微笑的事情	
682		1	B_NI	auto	に、気をつけて	と言ったこと	{B}に、気をつけて / と言ったこと	对{B}说小心点	的事情
683		1	B_NI	auto	に、別に大変じゃなかった	と答えたこと	{B}に、別に大変じゃなかった / と答えたこと	回答{B}说并没有很辛苦	的事情
684		1	B_NI	auto	に、それなりに辛かった	と答えたこと	{B}に、それなりに辛かった / と答えたこと	回答{B}说也算挺辛苦	的事情
685		1	B_NO	auto	の言葉に驚いたこと		{B}の言葉に驚いたこと	对{B}的话感到吃惊的事情	
686		1	B_NO	auto	の言葉に愕然としたこと		{B}の言葉に愕然としたこと	对{B}的话感到愕然的事情	
687		1	B_TO	auto	と現状について	話したこと	{B}と現状について / 話したこと	和{B}谈论现状	的事情
688		1	B_KARA_NO	auto	からの現状についての話に	黙ってうなずいたこと	{B}からの現状についての話に / 黙ってうなずいたこと	对{B}关于现状的话默默点头	的事情
689		1	B_NO	auto	の現状についての話に、	心配は無いと答えたこと	{B}の現状についての話に、 / 心配は無いと答えたこと	对{B}关于现状的话回答说不用担心	的事情
690		1	B_KARA_NO	auto	からの現状についての話で	気まずくなったこと	{B}からの現状についての話で / 気まずくなったこと	因为{B}关于现状的话而感到尴尬	的事情
692		1	B_TO_NO	auto	との会話で	黙っていたこと	{B}との会話で / 黙っていたこと	在和{B}的对话中沉默不语	的事情
693		1	B_TO_NO	auto	との会話で	相づちをうったこと	{B}との会話で / 相づちをうったこと	在和{B}的对话中随声附和	的事情
698		1	B_NI	auto	に、何を食べるのか	尋ねたこと	{B}に、何を食べるのか / 尋ねたこと	向{B}询问要吃什么	的事情
700		1	B_NI	auto	に、食べるメニューを	伝えたこと	{B}に、食べるメニューを / 伝えたこと	告诉{B}要吃的菜单	的事情
701		1	B_NI	auto	に何を食べるか聞かれたが	無視したこと	{B}に何を食べるか聞かれたが / 無視したこと	被{B}问要吃什么但无视了	的事情
702		1	B_NI	auto	に何を食べるか聞かれて	迷っている、と答えたこと	{B}に何を食べるか聞かれて / 迷っている、と答えたこと	被{B}问要吃什么后回答说还在犹豫	的事情
709		1	B_NO	auto	の決めたメニューは	美味しいのか尋ねたこと	{B}の決めたメニューは / 美味しいのか尋ねたこと	问{B}决定的菜单好不好吃	的事情
710		1	B_NI	auto	に、伝えたメニューは	なかなか美味しい、と答えたこと	{B}に、伝えたメニューは / なかなか美味しい、と答えたこと	回答{B}说推荐的菜单相当好吃	的事情
711		1	B_NI	auto	に、伝えたメニューは	オススメはしない、と答えたこと	{B}に、伝えたメニューは / オススメはしない、と答えたこと	回答{B}说推荐的菜单不太推荐	的事情
741		1	B_NI	auto	に、軽く挨拶したこと		{B}に、軽く挨拶したこと	对{B}简单打了招呼的事情	
742	4	4	B_WO	auto	を無視したこと		{B}を無視したこと	无视{B}的事情	
743		1	B_KARA_NO	auto	からの挨拶に	返事をしたこと	{B}からの挨拶に / 返事をしたこと	回应{B}的招呼	的事情
744		1	B_NI	auto	に、小遣いを渡したこと		{B}に、小遣いを渡したこと	把零花钱交给{B}的事情	
745		1	NO_B	auto	コンビニで商品を選んだこと		コンビニで商品を選んだこと	在便利店挑选商品的事情	
747		1	NO_B	auto	コンビニで買い物をしたこと		コンビニで買い物をしたこと	在便利店买东西的事情	
765		1	NO_B	auto	自宅で残務処理をしたこと		自宅で残務処理をしたこと	处理支援设施修复预算申请的事情	
766		1	NO_B	auto	始末書の処理をしたこと		始末書の処理をしたこと	进行 dummy plug 研究的事情	
767		1	NO_B	auto	エヴァの補修予算請求を	したこと	エヴァの補修予算請求を / したこと	进行EVA运行时间延长研究	的事情
768		1	NO_B	auto	支援施設の修復予算請求を	したこと	支援施設の修復予算請求を / したこと	进行AT力场变形实验	的事情
769		1	NO_B	auto	ダミープラグの研究を	したこと	ダミープラグの研究を / したこと	进行AT力场增幅实验	的事情
770		1	NO_B	auto	エヴァの稼動時間延長の	研究をしたこと	エヴァの稼動時間延長の / 研究をしたこと	进行操作员工作	的事情
771		1	NO_B	auto	ΑΤフィールド変形試験を	行ったこと	ΑΤフィールド変形試験を / 行ったこと	进行司令工作	的事情
772		1	NO_B	auto	ΑΤフィールド増幅試験を	行ったこと	ΑΤフィールド増幅試験を / 行ったこと	进行副司令工作	的事情
773		3	NO_B	auto	オペレーター業務を	行ったこと	オペレーター業務を / 行ったこと	进行操作员工作	的事情
774		1	NO_B	auto	司令業務を行ったこと		司令業務を行ったこと	进行司令工作的事情	
775		1	NO_B	auto	副司令業務を行ったこと		副司令業務を行ったこと	进行副司令工作的事情	
780		1	B_NI	auto	にかまってみたこと		{B}にかまってみたこと	试着搭理{B}的事情	
781		1	B_NI	auto	にかまわれて	不思議に思ったこと	{B}にかまわれて / 不思議に思ったこと	被{B}搭理后感到奇怪	的事情
782		1	B_WO	auto	を無視して離れたこと		{B}を無視して離れたこと	无视{B}然后离开的事情	
784		1	B_NO	auto	の頭をなでたこと		{B}の頭をなでたこと	抚摸{B}的头的事情	
785		1	B_NI	auto	に皮肉を言ったこと		{B}に皮肉を言ったこと	对{B}挖苦讽刺的事情	
792		1	B_NI_TAISHITE	auto	に対して	首をかしげたこと	{B}に対して / 首をかしげたこと	对{B}感到费解	的事情
793		1	B_NI	auto	に離れられて、	ちょっと寂しかったこと	{B}に離れられて、 / ちょっと寂しかったこと	被{B}离开后有点寂寞	的事情
794		1	B_NO	auto	の事は	放っておいたこと	{B}の事は / 放っておいたこと	对{B}放任不管	的事情
795		1	B_NI	auto	に、すり寄ったこと		{B}に、すり寄ったこと	向{B}凑近的事情	
796		1	B_NI	auto	に、すり寄られたので	どうしたと尋ねたこと	{B}に、すり寄られたので / どうしたと尋ねたこと	被{B}凑近后询问怎么了	的事情
797		1	B_NI	auto	に何かを伝えるべく	グエと鳴いたこと	{B}に何かを伝えるべく / グエと鳴いたこと	为向{B}传达某事而咕咕叫	的事情
798		1	B_NI	auto	に向かって	かわいいしぐさをしたこと	{B}に向かって / かわいいしぐさをしたこと	对{B}做出可爱动作	的事情
800		1	B_NI	auto	に、かわいい	と言ったこと	{B}に、かわいい / と言ったこと	对{B}说好可爱	的事情
801		1	B_NI	auto	に、何かを言われたが	わからなかったこと	{B}に、何かを言われたが / わからなかったこと	被{B}说了什么但没听懂	的事情
809		1	B_NI	auto	に、資料を渡したこと		{B}に、資料を渡したこと	把资料交给{B}的事情	
810		1	B_KARA	auto	から資料を受け取り	礼を言ったこと	{B}から資料を受け取り / 礼を言ったこと	从{B}那里收到资料后道谢	的事情
811		1	B_NI	auto	に、入手した情報を	耳打ちしたこと	{B}に、入手した情報を / 耳打ちしたこと	把获得的情报耳语告诉{B}	的事情
812		1	B_KARA	auto	から情報を伝えてもらい	礼を言ったこと	{B}から情報を伝えてもらい / 礼を言ったこと	从{B}那里得到情报后道谢	的事情
813		1	B_NI	auto	に、何か話して	とせがんだこと	{B}に、何か話して / とせがんだこと	缠着{B}要{B}说点什么	的事情
814		1	B_TO_NO	auto	との会話で	気分転換をしたこと	{B}との会話で / 気分転換をしたこと	通过和{B}的对话转换心情	的事情
815		1	B_TO_NO	auto	との会話を	拒絶したこと	{B}との会話を / 拒絶したこと	拒绝和{B}对话	的事情
866		1	B_NI	auto	になでられて	気持ち良かったこと	{B}になでられて / 気持ち良かったこと	被{B}抚摸后很舒服	的事情
870		2	NO_B	auto	意見書を作成したこと		意見書を作成したこと	撰写意见书的事情	
875	476	3	NO_B	auto	意見書を審査したこと		意見書を審査したこと	审查意见书的事情	
883		1	NO_B	auto	情報技能の訓練をしたこと		情報技能の訓練をしたこと	进行情报技能训练的事情	
885		1	B_NI	auto	に、仕事の調子を	尋ねたこと	{B}に、仕事の調子を / 尋ねたこと	向{B}询问工作进展	的事情
886		1	B_NI	auto	に仕事の調子を尋ねられ	順調だと答えたこと	{B}に仕事の調子を尋ねられ / 順調だと答えたこと	被{B}询问工作进展后回答顺利	的事情
887		1	B_NI	auto	に仕事の調子を尋ねられ	芳しくないと答えたこと	{B}に仕事の調子を尋ねられ / 芳しくないと答えたこと	被{B}询问工作进展后回答不理想	的事情
889		1	B_NO	auto	の作業を	ねぎらったこと	{B}の作業を / ねぎらったこと	慰劳{B}的工作	的事情
890		1	B_KARA_NO	auto	からのねぎらいの言葉に	返答したこと	{B}からのねぎらいの言葉に / 返答したこと	回应{B}的慰劳话语	的事情
891		1	B_KARA_NO	auto	からのねぎらいの言葉に	謙遜してみせたこと	{B}からのねぎらいの言葉に / 謙遜してみせたこと	对{B}的慰劳话语表示谦虚	的事情
892		1	B_NI	auto	に、仕事の邪魔をした	と謝ったこと	{B}に、仕事の邪魔をした / と謝ったこと	对{B}为打扰工作而道歉	的事情
893		1	B_NO	auto	の仕事が大変そうだ	と言ったこと	{B}の仕事が大変そうだ / と言ったこと	说{B}的工作看起来很辛苦	的事情
894		1	B_NI	auto	に状況の不安を	語ったこと	{B}に状況の不安を / 語ったこと	向{B}倾诉对状况不安	的事情
899		3	B_NI	auto	に、たわいもない話を	したこと	{B}に、たわいもない話を / したこと	和{B}闲聊	的事情
900	899	3	B_NI	auto	に、たわいもない話を	したこと	{B}に、たわいもない話を / したこと	和{B}闲聊	的事情
901	899	3	B_NI	auto	に、たわいもない話を	したこと	{B}に、たわいもない話を / したこと	和{B}闲聊	的事情
903	5	2	B_NI	auto	に近づいたこと		{B}に近づいたこと	接近{B}的事情	
905		1	B_NO	auto	の退院を	気遣ったこと	{B}の退院を / 気遣ったこと	关心{B}出院	的事情
906	773	3	NO_B	auto	オペレーター業務を	行ったこと	オペレーター業務を / 行ったこと	进行操作员工作	的事情
907	773	3	NO_B	auto	オペレーター業務を	行ったこと	オペレーター業務を / 行ったこと	进行操作员工作	的事情
909		1	NO_B	auto	シャワーを浴びたこと		シャワーを浴びたこと	淋浴的事情	
927	870	2	NO_B	auto	意見書を作成したこと		意見書を作成したこと	撰写意见书的事情	
928	476	3	NO_B	auto	意見書を審査したこと		意見書を審査したこと	审查意见书的事情	
1000		12	B_NI	auto	に、前回の戦闘について	話したこと	{B}に、前回の戦闘について / 話したこと	对{B}讲述上次战斗	的事情
1001	1000	12	B_NI	auto	に、前回の戦闘について	話したこと	{B}に、前回の戦闘について / 話したこと	对{B}讲述上次战斗	的事情
1002	1000	12	B_NI	auto	に、前回の戦闘について	話したこと	{B}に、前回の戦闘について / 話したこと	对{B}讲述上次战斗	的事情
1003	1000	12	B_NI	auto	に、前回の戦闘について	話したこと	{B}に、前回の戦闘について / 話したこと	对{B}讲述上次战斗	的事情
1004	1000	12	B_NI	auto	に、前回の戦闘について	話したこと	{B}に、前回の戦闘について / 話したこと	对{B}讲述上次战斗	的事情
1005	1000	12	B_NI	auto	に、前回の戦闘について	話したこと	{B}に、前回の戦闘について / 話したこと	对{B}讲述上次战斗	的事情
1006		1	B_NO	auto	の、前回の戦闘での活躍を	賞賛したこと	{B}の、前回の戦闘での活躍を / 賞賛したこと	称赞{B}在上次战斗中的活跃	的事情
1007		1	B_NO	auto	の、前回の戦闘での善戦を	たたえたこと	{B}の、前回の戦闘での善戦を / たたえたこと	称赞{B}在上次战斗中的奋战	的事情
1008		1	B_NI	auto	に、今の調子でいけ	と言ったこと	{B}に、今の調子でいけ / と言ったこと	对{B}说保持现在的状态就好	的事情
1009		1	B_NI	auto	に、もっと注意しろ	と言ったこと	{B}に、もっと注意しろ / と言ったこと	对{B}说再注意一点	的事情
1010		1	B_NI	auto	に、もっと	気を引き締めろ、と言ったこと	{B}に、もっと / 気を引き締めろ、と言ったこと	对{B}说再绷紧一点	的事情
1011		1	B_NI	auto	に、先行き不安だ	と言ったこと	{B}に、先行き不安だ / と言ったこと	对{B}说前途堪忧	的事情
1012		1	B_WO	auto	を、何とかしろ	と責めたこと	{B}を、何とかしろ / と責めたこと	责备{B}让{B}想办法	的事情
1013		1	B_NI	auto	には、パイロットは無理だ	と言ったこと	{B}には、パイロットは無理だ / と言ったこと	对{B}说当驾驶员没戏	的事情
